X,Y,field_1,field_2,field_3,field_4,field_5,field_6,field_7,field_8,field_9,result_num,status,formatted_,place_id,location_t,latlong,icon_url
7.0685708,52.4295801,Nordhorn,"44470","48492","49359","51968","53052","53711",Niedersachsen,"1","0",OK,"Nordhorn, Germany",ChIJcYoSb6whuEcR8JcAY3fPJgQ,APPROXIMATE,"52.4295801,7.0685708",./0.png
11.0766654,49.4521018,NÃ¼rnberg,"478181","484405","493692","488400","505664","518370",Bayern,"2","0",OK,"Nuremberg, Germany",ChIJ0xy2ta5Xn0cRtyGMqYWvXd0,APPROXIMATE,"49.4521018,11.0766654",./0.png
6.8637765,51.4963341,Oberhausen,"246199","228947","223840","222151","212945","210764",Nordrhein-Westfalen,"1","0",OK,"Oberhausen, Germany",ChIJGYNsLEHruEcRrmqObbRKUuc,APPROXIMATE,"51.4963341,6.863776499999999",./0.png
8.7760843,50.0956362,Offenbach am Main,"118841","110993","114992","117535","120435","130280",Hessen,"1","0",OK,"Offenbach, Germany",ChIJ_UdLNRsSvUcREMawKVBDIgQ,APPROXIMATE,"50.09563620000001,8.776084299999999",./0.png
7.9498017,48.473451,Offenburg,"33066","50486","52964","56891","59215","59967",Baden-WÃ¼rttemberg,"1","0",OK,"Offenburg, Germany",ChIJCduT2xHTlkcRsIXfpbdrHwQ,APPROXIMATE,"48.473451,7.9498017",./0.png
8.2145521,53.1434501,Oldenburg,"131545","136764","143131","154832","162173","169077",Niedersachsen,"1","0",OK,"Oldenburg, Germany",ChIJs2m2tVPetkcRZUiFrRvLHO0,APPROXIMATE,"53.1434501,8.214552099999999",./0.png
8.0471788,52.2799112,OsnabrÃ¼ck,"144864","157367","163168","164101","164119","165251",Niedersachsen,"1","0",OK,"Osnabrück, Germany",ChIJTV17aZjluUcRYFwAY3fPJgQ,APPROXIMATE,"52.2799112,8.0471788",./0.png
8.7575093,51.7189205,Paderborn,"68207","110155","120680","139084","146283","151633",Nordrhein-Westfalen,"1","0",OK,"Paderborn, Germany",ChIJ2x1hYZZMukcR7iLvWCqHzHM,APPROXIMATE,"51.7189205,8.757509299999999",./0.png
13.4319466,48.5667364,Passau,"30758","50698","50328","50536","50594","52803",Bayern,"1","0",OK,"Passau, Germany",ChIJZaCgQ3lYdEcRMK83CaQlHQQ,APPROXIMATE,"48.5667364,13.4319466",./0.png
8.6946286,48.8921862,Pforzheim,"91104","106500","112944","117156","119781","125957",Baden-WÃ¼rttemberg,"1","0",OK,"Pforzheim, Germany",ChIJd6YPj-Jxl0cRQFMJjTz9HwQ,APPROXIMATE,"48.8921862,8.6946286",./0.png
12.1368679,50.4976133,Plauen,"82026","78828","71774","71543","66098","64597",Sachsen,"1","0",OK,"Plauen, Germany",ChIJb-R66owmoUcRB7VAxCmABak,APPROXIMATE,"50.4976133,12.1368679",./0.png
13.0644729,52.3905689,Potsdam,"111336","130900","139794","129324","156906","180334",Brandenburg,"1","0",OK,"Potsdam, Germany",ChIJt9Y6hM31qEcRm-yqC5j4ZcU,APPROXIMATE,"52.3905689,13.0644729",./0.png
6.8076853,50.9995815,Pulheim,"11323","44870","49353","53158","53769","54194",Nordrhein-Westfalen,"1","0",OK,"50259 Pulheim, Germany",ChIJLSsqcrUwv0cRh25IjenJbh8,APPROXIMATE,"50.9995815,6.807685299999999",./0.png
6.8401844,51.2964148,Ratingen,"44479","89466","91007","91437","91088","87520",Nordrhein-Westfalen,"1","0",OK,"Ratingen, Germany",ChIJW8D-BPrFuEcRwHUqSvxgJwQ,APPROXIMATE,"51.2964148,6.8401844",./0.png
9.6121303,47.7782704,Ravensburg,"32045","42269","45650","47525","49774","50897",Baden-WÃ¼rttemberg,"1","0",OK,"Ravensburg, Germany",ChIJjUNwkEypm0cR8LLfpbdrHwQ,APPROXIMATE,"47.7782704,9.612130299999999",./0.png
7.1979453,51.6140649,Recklinghausen,"125369","119418","125060","124785","118365","111397",Nordrhein-Westfalen,"1","0",OK,"Recklinghausen, Germany",ChIJu8INXBzjuEcRcIBUMYHyJwQ,APPROXIMATE,"51.6140649,7.1979453",./0.png
12.1016236,49.0134297,Regensburg,"130888","132604","121691","125676","135520","153094",Bayern,"1","0",OK,"Regensburg, Germany",ChIJ9y4icpjBn0cREMs3CaQlHQQ,APPROXIMATE,"49.0134297,12.1016236",./0.png
7.1896963,51.1787418,Remscheid,"136822","129082","123155","119287","110563","111338",Nordrhein-Westfalen,"1","0",OK,"Remscheid, Germany",ChIJg0ADCUIquUcRU4GaQiGwU1g,APPROXIMATE,"51.1787418,7.1896963",./0.png
